    Finished `test` profile [unoptimized] target(s) in 0.18s
     Running unittests src/lib.rs (/workspace/target/debug/deps/atuin_common-8cf6c9c650a85a28)
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_14______NAME_____wJalr_____X_____1_________NAME__________X_____1___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_16_______NAME____wJalr__________NAME_________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_25_____NAMEabc_______NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_19____NAMEwJalr_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_27____NAME_____NAME___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_26____NAME_____NAME___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_28____NAMEnOTHERvalue_____NAMEnOTHERvalue___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_29____NAME_npassword_hunter2_____NAME_npassword_hunter2___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_30____echoNAME_____echoNAME___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_31____NAMEisrequired_____NAMEisrequired___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_32____setNAME_andOTHER_____setNAME_andOTHER___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_15____os_environ___NAME_____wJalr_______os_environ___NAME__________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_20____NAME_str__wJalr_______NAME_str_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_23____NAMEwJalr_K7_MD_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_33____NAME___type_____service_account_____private_key__________BEGI ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_24____NAMEabc_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_22____NAME_Optional_str___wJalr_______NAME_Optional_str________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_21____constNAME__str__wJalr_______constNAME__str_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_41_______NAMEV_____PATH_usr_bin_____HOME_root___________NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_42____Environment__NAMEV____FOObar_______Environment__NAME________F ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_34____NAME___type_____service_account_____private_key__________BEGI ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_40____NAMEx1b_38216622646m__wJalr__x1b_m_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_36_______NAME______a___1____X___1_________NAME__________X___1____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_43_______NAME_____ab__cd_____Expiration_____2026___________NAME____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_44____NAME__wJalr_K7______NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_38____NAME___type_____service_account________NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_45____NAME_____NAME___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_35____NAME___a______b______c___1___tail_____NAME____tail___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_39____NAMEx1b_311mwJalrx1b_m_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_46____NAMEnOTHERx_____NAMEnOTHERx___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_53____NAMEwJalr_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_54____NAME_wJalr_____NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_37____NAME___a_____b___rest_____NAME____rest___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_55____NAME_1___wJalr_K7______NAME_1_________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_49____NAME_dict_str_str____k_____wJalr________NAME_dict_str_str____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_47____pubconstNAME____staticstr__wJalr_______pubconstNAME____static ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_59____NAME_abc123AWS_REGIONus_east_1_____NAME_____AWS_REGIONus_east ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_60____NAME_wJalr_OTHER_TOKENtok_____NAME______OTHER_TOKENtok___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_58_______NAME_____wJalr_____X_____yz___________NAME__________X_____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_57____NAME_OLDwJalr_____NAME_OLD_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_52____constNAME_Cow__static_str__wJalr_______constNAME_Cow__static_ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_48____NAME_str_None__wJalr_______NAME_str_None_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_50____NAME_typing_Optional_str___wJalr_______NAME_typing_Optional_s ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_66____NAMEabc__def_______NAME______def_____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_56____NAME_JSON___type_____service_account________NAME_JSON_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_51____constNAME_string_undefined__wJalr_______constNAME_string_unde ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_67____NAME_FILE_run_secrets_aws_____NAME_FILE_______ ... ok
test secrets::tests::a_planted_credential_goes_whatever_surrounds_it ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_65____NAME___a______b______c______d___1_________NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_61____NAME___wJalr_____Expiration_____2026x_______NAME________Expir ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_01____NAMEwJalrXUtnFEMI_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_63____NAME___abc_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_64____NAME___abc_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_2___AWS_SESSION_TOKEN__::shape_62____NAME_Dict_str_Dict_str_str_____a______b_____c_________NAME_Di ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_03____NAME_wJalrXUtnFEMI_____NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_04____NAME_AQoDYXdzEJr_____NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_05____NAME_abcdef_____NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_06____NAME_abc_____NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_07____NAME_wJalrXUtnFEMI_____NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_08____NAMEwJalrXUtnFEMI_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_02____NAMEwJalrXUtnFEMI_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_12_______NAME_____wJalr_____X___1_________NAME__________X___1____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_09____NAMEwJalrXUtnFEMI_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_13_______NAME_____wJalr_____X___1_________NAME__________X___1____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_17____NAMEwJalrXUtnFEMI_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_11____NAME_____type_____service_account_____k_____v__________NAME__ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_16_______NAME____wJalr__________NAME_________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_14______NAME_____wJalr_____X_____1_________NAME__________X_____1___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_10____exportNAME__abc_______exportNAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_18____NAMEtwJalrXUtnFEMI_____NAMEt_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_26____NAME_____NAME___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_19____NAMEwJalr_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_27____NAME_____NAME___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_28____NAMEnOTHERvalue_____NAMEnOTHERvalue___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_20____NAME_str__wJalr_______NAME_str_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_23____NAMEwJalr_K7_MD_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_29____NAME_npassword_hunter2_____NAME_npassword_hunter2___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_25_____NAMEabc_______NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_31____NAMEisrequired_____NAMEisrequired___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_30____echoNAME_____echoNAME___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_32____setNAME_andOTHER_____setNAME_andOTHER___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_21____constNAME__str__wJalr_______constNAME__str_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_15____os_environ___NAME_____wJalr_______os_environ___NAME__________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_33____NAME___type_____service_account_____private_key__________BEGI ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_24____NAMEabc_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_36_______NAME______a___1____X___1_________NAME__________X___1____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_41_______NAMEV_____PATH_usr_bin_____HOME_root___________NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_38____NAME___type_____service_account________NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_39____NAMEx1b_311mwJalrx1b_m_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_43_______NAME_____ab__cd_____Expiration_____2026___________NAME____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_42____Environment__NAMEV____FOObar_______Environment__NAME________F ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_40____NAMEx1b_38216622646m__wJalr__x1b_m_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_34____NAME___type_____service_account_____private_key__________BEGI ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_37____NAME___a_____b___rest_____NAME____rest___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_45____NAME_____NAME___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_46____NAMEnOTHERx_____NAMEnOTHERx___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_22____NAME_Optional_str___wJalr_______NAME_Optional_str________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_35____NAME___a______b______c___1___tail_____NAME____tail___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_53____NAMEwJalr_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_44____NAME__wJalr_K7______NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_54____NAME_wJalr_____NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_57____NAME_OLDwJalr_____NAME_OLD_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_55____NAME_1___wJalr_K7______NAME_1_________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_59____NAME_abc123AWS_REGIONus_east_1_____NAME_____AWS_REGIONus_east ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_60____NAME_wJalr_OTHER_TOKENtok_____NAME______OTHER_TOKENtok___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_61____NAME___wJalr_____Expiration_____2026x_______NAME________Expir ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_49____NAME_dict_str_str____k_____wJalr________NAME_dict_str_str____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_58_______NAME_____wJalr_____X_____yz___________NAME__________X_____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_48____NAME_str_None__wJalr_______NAME_str_None_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_56____NAME_JSON___type_____service_account________NAME_JSON_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_66____NAMEabc__def_______NAME______def_____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_65____NAME___a______b______c______d___1_________NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_47____pubconstNAME____staticstr__wJalr_______pubconstNAME____static ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_63____NAME___abc_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_50____NAME_typing_Optional_str___wJalr_______NAME_typing_Optional_s ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_64____NAME___abc_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_67____NAME_FILE_run_secrets_aws_____NAME_FILE_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_52____constNAME_Cow__static_str__wJalr_______constNAME_Cow__static_ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_51____constNAME_string_undefined__wJalr_______constNAME_string_unde ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_3___AZURE_STORAGE_ACCOUNT_KEY__::shape_62____NAME_Dict_str_Dict_str_str_____a______b_____c_________NAME_Di ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_01____NAMEwJalrXUtnFEMI_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_03____NAME_wJalrXUtnFEMI_____NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_04____NAME_AQoDYXdzEJr_____NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_05____NAME_abcdef_____NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_08____NAMEwJalrXUtnFEMI_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_07____NAME_wJalrXUtnFEMI_____NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_06____NAME_abc_____NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_09____NAMEwJalrXUtnFEMI_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_17____NAMEwJalrXUtnFEMI_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_02____NAMEwJalrXUtnFEMI_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_13_______NAME_____wJalr_____X___1_________NAME__________X___1____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_12_______NAME_____wJalr_____X___1_________NAME__________X___1____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_18____NAMEtwJalrXUtnFEMI_____NAMEt_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_11____NAME_____type_____service_account_____k_____v__________NAME__ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_16_______NAME____wJalr__________NAME_________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_10____exportNAME__abc_______exportNAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_19____NAMEwJalr_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_14______NAME_____wJalr_____X_____1_________NAME__________X_____1___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_26____NAME_____NAME___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_24____NAMEabc_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_27____NAME_____NAME___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_28____NAMEnOTHERvalue_____NAMEnOTHERvalue___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_30____echoNAME_____echoNAME___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_29____NAME_npassword_hunter2_____NAME_npassword_hunter2___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_23____NAMEwJalr_K7_MD_____NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_25_____NAMEabc_______NAME________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_31____NAMEisrequired_____NAMEisrequired___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_21____constNAME__str__wJalr_______constNAME__str_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_32____setNAME_andOTHER_____setNAME_andOTHER___ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_15____os_environ___NAME_____wJalr_______os_environ___NAME__________ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_20____NAME_str__wJalr_______NAME_str_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_33____NAME___type_____service_account_____private_key__________BEGI ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_41_______NAMEV_____PATH_usr_bin_____HOME_root___________NAME_______ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_34____NAME___type_____service_account_____private_key__________BEGI ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_36_______NAME______a___1____X___1_________NAME__________X___1____ ... ok
test secrets::tests::every_env_var_pattern_redacts_each_assignment_shape::name_4___GOOGLE_SERVICE_ACCOUNT_KEY__::shape_35____NAME___a______b______c___1___tail_____NAME____tail___ ... ok
